book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,TANYA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Fri,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Fri,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,TANYA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sat,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Sun,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Sun,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,HOUSE,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,TANYA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Thurs,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,BECKY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0
afternoon,Tues,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Tues,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,KELLY,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,SINEAD,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
afternoon,Wed,STYLE,JJ,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
